data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9237843,854,BFO4510,4510,13-Apr-21,2021,2,Battles,Armed clash,Military Forces of Burkina Faso (2015-),Military Forces of Burkina Faso (2015-) Special Forces,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Toguiana,11.9663,0.845,2,Undisclosed Source; Menastream; Burkina24,Local partner-Other,"Around 13 April 2021 (between 13 - 14 April), Burkinabe troops conducted a combined air-ground operation involving airstrikes and landing of special forces against a suspected JNIM militant camp in the area of Toguiana (Fada Ngourma, Gourma). The forces killed one militant, wounded another, and recovered arms, ammunition, motorbikes, foodstuff, and fuel.",1,1652723377,BFA
9250705,854,BFO2059,2059,30-Sep-19,2019,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Nord,Bam,Zimtenga,Kargo,13.4954,-1.5188,1,Actu Burkina; Le Pays; Aujourd8; L'Observateur Paalga; Wakat Sera; Fasozine; MinuteBf; Radio Omega; Ouaga24,New media-National,"On 30 September 2019, suspected JNIM militants killed six civilians in the farming fields of the village of Kargo.",6,1652899806,BFA
9251104,854,BFO1957,1957,23-Aug-19,2019,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,Katiba Macina,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Nord,Loroum,Ouindigui,Bouna,13.7702,-1.9712,1,Proximite Info; Whatsapp,New media-Regional,"On 23 August 2019, suspected Katiba Macina (JNIM) militants attacked the village of Bouna and ransacked shops, causing the villagers to disperse into the bush, a farmer was severely wounded.",0,1652899808,BFA
9251312,854,BFO1916,1916,2-Aug-19,2019,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims and/or Islamic State (West Africa) - Greater Sahara Faction,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Soum,Djibo,Djibo,14.0875,-1.6418,2,Whatsapp,New media,"On 2 August 2019, suspected JNIM and/or ISGS militants killed a livestock trader who is the brother-in-law of General Oumarou Sadou, former chief of staff of Burkina's armed forces, and seized a herd of livestock in the Bodowol (Sector 5) area of Djibo.",1,1652899808,BFA
9251370,854,BFO1901,1901,25-Jul-19,2019,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,Katiba Macina,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Nord,Yatenga,Kain,Kain,14.0445,-2.7586,1,Whatsapp,New media,"On 25 July 2019, suspected Katiba Macina (JNIM) militants killed four farmers in the fields in Kain.",4,1652899808,BFA
9251373,854,BFO1899,1899,25-Jul-19,2019,1,Battles,Armed clash,Koumboura Communal Militia (Burkina Faso),,4,Sanwara Communal Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Sud-Ouest,Poni,Gbomblora,Sanwara,10.25,-3.1167,2,Bafuji Infos,Subnational,"On 25 July 2019, youths from the village of Koumbara clashed with villagers from Sanwara in reaction to the destruction of property the day before due to a land dispute between the two villages.",0,1652899808,BFA
9251382,854,BFO1896,1896,24-Jul-19,2019,1,Violence against civilians,Attack,Sanwara Communal Militia (Burkina Faso),,4,Civilians (Burkina Faso),,7,47,Western Africa,Burkina Faso,Sud-Ouest,Poni,Gaoua,Koumboura,10.2667,-3.15,2,Bafuji Infos,Subnational,"On 24 July 2019, armed youths from the village of Sanwara destroyed property amid a disagreement over land with the village of Koumboura, three people were wounded and gendarmes were deployed from Gaoua in order to restore calm.",0,1652899808,BFA
9251430,854,BFO1888,1888,20-Jul-19,2019,1,Battles,Armed clash,Marka Ethnic Militia (Burkina Faso),,4,Bwaba Ethnic Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Boucle du Mouhoun,Kossi,Nouna,Nouna,12.7384,-3.8677,1,Flash Burkina,New media,"On 20 July 2019, seven people were wounded following intercommunal violence between Markas and Bwabas due to a land dispute in the town of Nouna, significant material damages were inflicted including houses ransacked and burned.",0,1652899809,BFA
9251511,854,BFO1869,1869,11-Jul-19,2019,1,Battles,Armed clash,Koulsonde Communal Militia (Burkina Faso),Farmers (Burkina Faso),4,Fulani Ethnic Militia (Burkina Faso),Pastoralists (Burkina Faso),4,44,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Soudougui,Koulsonde,11.1877,0.4946,1,Kisal; Radio Omega; Whatsapp,New media-National,"On 11 July 2019, at least two people were killed in clashes between farmers and Fulani pastoralists in Koulsonde, eight people were also arrested by security forces in order to prevent further escalation.",2,1652899809,BFA
9251671,854,BFO1834,1834,29-Jun-19,2019,1,Battles,Armed clash,Diongolo Communal Militia (Burkina Faso),Dozo Communal Militia (Burkina Faso),4,Sitiena Communal Militia (Burkina Faso),,4,44,Western Africa,Burkina Faso,Cascades,Comoe,Banfora,Sitiena,10.6,-4.8,2,Infowakat; Actu Burkina; L'Observateur Paalga; Sidwaya; Wakat Sera; Burkina24,New media-National,"On 29 June 2019, a land dispute between the villages of Sitiena and Diongolo turned deadly, clashes between the two camps left six people dead and at least ten wounded, Diongolo received support from Dozo militiamen.",6,1652899809,BFA
9251754,854,BFO1818,1818,21-Jun-19,2019,2,Strategic developments,Change to group/activity,Goyenga Communal Militia (Burkina Faso),,4,Civilians (Burkina Faso),Students (Burkina Faso),7,47,Western Africa,Burkina Faso,Centre-Est,Boulgou,Zonse,Dimvousse,11.3844,-0.645,1,Le Faso,National,"On 21 June 2019, villagers from Goyenga equipped with firearms and blade weapons began besieging the village of Dimvousse, preventing civilians from entering or leaving the village, due to an exacerbated land dispute rooted in the implantation of a school on Dimvousse territory but on the account of Goyenga.",0,1652899809,BFA
9251865,854,BFO1816,1816,11-Jun-19,2019,1,Violence against civilians,Attack,Police Forces of Mali (2013-2020),,8,Civilians (Burkina Faso),Muslim Group (Burkina Faso),7,78,Western Africa,Burkina Faso,Hauts-Bassins,Kenedougou,Sindo,Gordaga,11.475,-5.1965,1,AIB (Burkina Faso),National,"On 11 June 2019, a Malian police officer shot and wounded an imam who tried to intervene in a land dispute in the village of Gordaga.",0,1652899810,BFA
9251929,854,BFO1785,1785,6-Jun-19,2019,1,Violence against civilians,Attack,Police Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),Students (Burkina Faso),7,17,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,AIB (Burkina Faso),National,"On 6 June 2019, the police raided a press conference at the University of Dori, and wounded five students and arrested twenty others amidst a dispute between students and the administration due to the refusal by the latter to postpone two exams.",0,1652899810,BFA
9252181,854,BFO1733,1733,16-May-19,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,37,Western Africa,Burkina Faso,Boucle du Mouhoun,Kossi,Barani,Kolerou,12.987,-3.7673,2,Infowakat,National,"On 16 May 2019, unknown gunmen killed three herders in the area of Kolerou.",3,1652899811,BFA
9252185,854,BFO1734,1734,16-May-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),"MBDHP: Burkinabe Movement for Human and Peoples Rights; CCVC: National Coalition against High Cost of Living, Corruption, Fraud and Impunity and for Liberty; CADDL: Coalition of Housing Rights Associations; CDAIP: Committee for the Advancement of People's Advocacy",6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Fasozine; Burkina24,National,"On 16 May 2019, several civil society and human rights organizations organised a protest march in Ouagadougou, demanding the right housing and transparency on land division processes.[size=large]",0,1652899811,BFA
9252242,854,BFO1719,1719,11-May-19,2019,1,Strategic developments,Change to group/activity,Military Forces of Burkina Faso (2015-),Police Forces of Burkina Faso (2015-) Gendarmerie,1,,,0,10,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,3,Ouaga Flash Info; Proximite Info; Infowakat; Faso Nord,New media-National,"On 11 May 2019, defense and security forces (FDS) launched Operation Ndofou in the regions of Centre-Nord, Nord, and Sahel aimed at countering the militant threat and mounting insecurity.",0,1652899811,BFA
9252420,854,BFO1665,1665,25-Apr-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre-Est,Boulgou,Beguedo,Beguedo,11.7808,-0.7339,1,Aujourd8; Burkina24,National,"On 25 April 2019, landowners in Beguedo staged a protest in response to a project by the communal council intended to review the subdivision of land.[size=no report]",0,1652899811,BFA
9252571,854,BFO1624,1624,13-Apr-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Komsilga,Garghin,12.2568,-1.5227,1,Facebook,New media,"On 13 April 2019, residents in Garghin on the outskirts of Ouagadougou staged a protest and prevent access ot traffic on the man road, fearing eviction living on unparceled land amidst heavy presence of security forces in the area. The blockage was lifted after the minister of planning assured the residents that they would be relocated.[size=hundred]",0,1652899812,BFA
9252611,854,BFO1619,1619,11-Apr-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Burkina24; Le Faso,National,"On 11 April 2019, residents in the Silmiougou area of Ouagadougou staged a protest in front of the National Urban Land Development Association (SONATUR) headquarters against the what they deemed to be unfair distribution of land and eventual evictions.[size=dozens]",0,1652899812,BFA
9252663,854,BFO1609,1609,8-Apr-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Komsilga,Garghin,12.2568,-1.5227,1,Burkina24,National,"On 8 April 2019, residents in Garghin on the outskirts of Ouagadougou staged a protest in front of the Ministry of Planning and Housing, fearing eviction living on unparceled land amidst heavy presence of security forces in the area. [size=hundred]",0,1652899812,BFA
9252890,854,BFO1566,1566,18-Mar-19,2019,2,Strategic developments,Looting/property destruction,Lobi Ethnic Militia (Burkina Faso),,4,Civilians (Burkina Faso),Dagara Ethnic Group (Burkina Faso); Mossi Ethnic Group (Burkina Faso); Fulani Ethnic Group (Burkina Faso),7,47,Western Africa,Burkina Faso,Sud-Ouest,Poni,Loropeni,Loropeni,10.2993,-3.5297,2,Bafuji Infos,Subnational,"Around 18 March 2019, Lobi farmers accused non-indigeneous Dagara, Mossi, and Fulani of damaging their farming fields and destroyed several houses forcing a number of inhabitants to seek shelter in the bush.",0,1652899813,BFA
9252909,854,BFO1537,1537,15-Mar-19,2019,1,Strategic developments,Looting/property destruction,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,17,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Nassougou,12.074,1.181,1,Whatsapp,New media,"On 15 March 2019, the Burkinabe army burned homes and land belonging to the Fulani community in the village of Nassougou.",0,1652899813,BFA
9252911,854,BFO1538,1538,15-Mar-19,2019,1,Strategic developments,Looting/property destruction,Military Forces of Burkina Faso (2015-),,1,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso),7,17,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Boadeni,12.0805,1.1319,1,Whatsapp,New media,"On 15 March 2019, the Burkinabe army burned homes and land belonging to the Fulani community in the village of Boadeni.",0,1652899813,BFA
9252964,854,BFO1524,1524,9-Mar-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Hauts-Bassins,Houet,Bobo-Dioulasso,Bobo-Dioulasso,11.1772,-4.2979,1,Le Faso,National,"On 9 March 2019, residents who had been evicted in sector 18 and 27 of Bobo-Dioulasso staged a protest march, demanding the return of their plots of land. [size=no report].",0,1652899813,BFA
9253311,854,BFO1428,1428,31-Jan-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),,6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,Le Faso,National,"On 31 January 2019, residents in the Boulmiougou area of Ouagadougou protested in front of the mayor's office denouncing what they referred to as land grabbing or mishandling of land rights.",0,1652899814,BFA
9253372,854,BFO1398,1398,22-Jan-19,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2015-),,1,12,Western Africa,Burkina Faso,Sahel,Soum,Djibo,Djibo,14.0875,-1.6418,1,Telegram; Menastream,Local partner-New media,"On 22 January 2019, JNIM militant detonated a landmine against a gathering of soldiers in Djibo, resulting in an unknown number of dead and wounded according to a statement, unknown fatalities coded at low estimate of 3.",3,1652899814,BFA
9253439,854,BFO1375,1375,12-Jan-19,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),CISC: Collective Against Impunity and Community Stigmatization,6,,,0,60,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,1,Radio Omega; Xinhua,National-International,"On 12 January 2019, thousands of residents took to the streets of Dori to protest against massacres targeting the Fulani community in the area of Yirgou in the wake of a militant attack.",0,1652899814,BFA
9253442,854,BFO1373,1373,12-Jan-19,2019,1,Battles,Armed clash,Nafona Communal Militia (Burkina Faso),,4,Police Forces of Burkina Faso (2015-),,1,14,Western Africa,Burkina Faso,Cascades,Comoe,Soubakaniedougou,Nafona,10.2427,-5.0131,1,Burkina24; Infowakat,National,"On 12 January 2019, villagers killed two policemen who shot dead a woman by firing warnings shots while intervening in a land dispute in Nafona.",3,1652899814,BFA
9280738,854,BFO7314,7314,13-May-22,2022,2,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Seno,Gorgadji,Bangataka-Lere,13.9801,-0.4603,1,Undisclosed Source,Local partner-Other,"Around 13 May 2022 (between 13 - 14 May), presumed IS Sahel militants killed two male farmers by execution in the village of Bangataka-Lere (Gorgadji, Seno).",2,1653327027,BFA
9280744,854,BFO7338,7338,17-May-22,2022,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),Farmers (Burkina Faso),7,37,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Fada NGourma,12.0616,0.3584,2,Undisclosed Source,Local partner-Other,"Looting: On 17 May 2022, unidentified gunmen seized seven oxen and three Guineafowls at a farm about 3km from the town of Fada NGourma (Fada Ngourma, Gourma).",0,1653327027,BFA
9340080,854,BFO7363,7363,23-May-22,2022,1,Battles,Armed clash,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Undisclosed Source; Facebook,Local partner-Other,"On 23 May 2022, soldiers killed three presumed JNIM militants and arrested seven suspects in the forest of Koflande (Mangodara, Comoe).",3,1653932199,BFA
9340386,854,BFO7386,7386,21-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Gayeri,12.648,0.493,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 21 May 2022, presumed JNIM militants ordered residents to leave and banned farming activities in several villages on the road between Gayeri (Gayeri, Komandjari) and Fada NGourma (Fada Ngourma, Gourma).",0,1653932200,BFA
9348661,854,BFO7406,7406,2-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Facebook,New media,"On 2 June 2022, the Burkinabe air force carried out an airstrike against presumed JNIM militant positions in the forest of Koflande (Mangodara, Comoe). Casualties unknown.",0,1654534167,BFA
9348750,854,BFO7424,7424,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gnagna,Bilanga,Fadji,12.4764,0.4184,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the village of Fadji (Bilanga, Gnagna).",0,1654534167,BFA
9348753,854,BFO7425,7425,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Matiakoali,12.3548,1.0328,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the town of Matiakoali (Matiacoali, Gourma).",0,1654534167,BFA
9348757,854,BFO7427,7427,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Tapoa,Diapaga,Tapoa-Barrage,12.1307,1.7664,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the village of Tapoa-Barrage (Diapaga, Tapoa).",0,1654534167,BFA
9348760,854,BFO7430,7430,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Sapani,12.3976,1.3508,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the village of Sapani (Kantchari, Tapoa).",0,1654534167,BFA
9348763,854,BFO7428,7428,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Kantchari,12.4756,1.5116,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the town of Kantchari (Kantchari, Tapoa).",0,1654534167,BFA
9348767,854,BFO7426,7426,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Ougarou,12.158,0.931,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the village of Ougarou (Matiacoali, Gourma).",0,1654534167,BFA
9348768,854,BFO7429,7429,27-May-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Sakoani,12.4037,1.3169,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 27 May 2022, presumed JNIM militants prohibited residents from farming in the village of Sakoani (Kantchari, Tapoa).",0,1654534167,BFA
9364229,854,BFO7479,7479,11-Jun-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Natiaboani,11.703,0.505,1,Undisclosed Source; MinuteBf,Local partner-Other,"On 11 June 2022, presumed JNIM militants killed a male farmer on his farmland in the village of Natiaboani (Fada Ngourma, Gourma).",1,1655827947,BFA
9364682,854,BFO7509,7509,11-Jun-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Gomboro,Gomboro,13.4846,-2.7764,2,Undisclosed Source,Local partner-Other,"Other: On 11 June 2022, presumed JNIM militants fired gunshots to interdict residents from going to their farmlands in the area of Gomboro (Gomboro, Sourou).",0,1655827948,BFA
9377165,854,BFO7546,7546,21-Jun-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Komandjari,Gayeri,Gayeri,12.648,0.493,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 21 June 2022, presumed JNIM militants ordered residents to leave and banned farming during the rainy season in villages along the road between Gayeri (Gayeri, Komandjari) and Fada Ngourma (Fada Ngourma, Gourma).",0,1656348317,BFA
9377186,854,BFO7513,7513,21-Jun-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Komandjari,Foutouri,Bongori,12.7325,0.9973,1,Undisclosed Source,Local partner-Other,"On 21 June 2022, presumed JNIM militants abducted a male farmer in the village of Bongori (Foutouri, Komandjari).",0,1656348317,BFA
9385628,854,BFO7572,7572,29-Jun-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso); Dozo Communal Militia (Burkina Faso); VDP: Volunteer for Defense of Homeland,7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Nayala,Ye,Bouna,12.6576,-3.1318,1,Facebook; Undisclosed Source,Local partner-Other,"On 29 June 2022, presumed JNIM militants killed a Dozo volunteer fighter (VDP) (assumed off-duty) on his farmland in the village of Bouna (Ye, Nayala).",1,1657036697,BFA
9401137,854,BFO7655,7655,5-Jul-22,2022,1,Riots,Mob violence,Rioters (Burkina Faso),,5,Rioters (Burkina Faso),,5,55,Western Africa,Burkina Faso,Est,Tapoa,Logobou,Logobou,11.6336,1.668,2,Facebook; Undisclosed Source,Local partner-Other,"On 5 July 2022, a number of people from two families clashed over a land dispute in the area of Logobou (Logobou, Tapoa). Three people were killed and several others were wounded. [size=no report]",3,1657560244,BFA
9401441,854,BFO7667,7667,6-Jul-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Natiaboani,11.703,0.505,2,Undisclosed Source,Local partner-Other,"On 6 July 2022, presumed JNIM militants abducted two male farmers about 2km east of Natiaboani (Fada Ngourma, Gourma).",0,1657560245,BFA
9409104,854,BFO7678,7678,7-Jul-22,2022,1,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Markoye,14.6387,0.0342,1,MinuteBf,New media,"On 7 July 2022, presumed IS Sahel militants killed a farmer in town of Markoye (Markoye, Oudalan).",1,1658170245,BFA
9409170,854,BFO7686,7686,14-Jul-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Tagou,11.7767,0.4524,1,Undisclosed Source,Local partner-Other,"On 14 July 2022, presumed JNIM militants killed a male farmer and seized 25 oxen and about twenty sheep in the village of Tagou (Fada Ngourma, Gourma).",1,1658170246,BFA
9418807,854,BFO7680,7680,15-Jul-22,2022,1,Battles,Armed clash,Islamic State (Sahel),,2,VDP: Volunteer for Defense of Homeland,,4,24,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Markoye,14.6387,0.0342,1,MinuteBf; Undisclosed Source; Facebook,Local partner-Other,"On 15 July 2022, presumed IS Sahel militants and volunteer fighters (VDP) clashed in the town of Markoye (Markoye, Oudalan). The VDP repelled the attack, although the militants killed at least three farmers and seized livestock during their withdrawal.",3,1658774791,BFA
9418815,854,BFO7743,7743,17-Jul-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Centre-Est,Koulpelogo,Soudougui,Napade,11.2167,0.3833,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 17 July 2022, presumed JNIM militants abducted a male farmer in the village of Napade (Soudougui, Koulpelogo).",0,1658774791,BFA
9418821,854,BFO7760,7760,20-Jul-22,2022,1,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Gomboro,Gomboro,13.4846,-2.7764,2,Facebook; Infowakat; Undisclosed Source,Local partner-Other,"On 20 July 2022, presumed JNIM militants abducted and killed three male farmers near the town of Gomboro (Gomboro, Sourou).",3,1658774791,BFA
9418999,854,BFO7723,7723,3-Jul-22,2022,1,Violence against civilians,Attack,VDP: Volunteer for Defense of Homeland,,4,Civilians (Burkina Faso),Arab Ethnic Group (Burkina Faso),7,47,Western Africa,Burkina Faso,Sahel,Yagha,Sebba,Sebba,13.4417,0.5264,2,Facebook,New media,"On 3 July 2022, volunteer fighters (VDP) killed a male civilian from the Arab community and six of his family members at a farm about 4km from the town of Sebba (Sebba, Yagha).",7,1658774791,BFA
9419079,854,BFO7741,7741,17-Jul-22,2022,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Sourou,Gomboro,Gomboro,13.4846,-2.7764,2,Undisclosed Source,Local partner-Other,"Looting: On 17 July 2022, presumed JNIM militants seized livestock from farmers near Gomboro (Gomboro, Sourou).",0,1658774792,BFA
9419081,854,BFO7727,7727,15-Jul-22,2022,1,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Karaboro Communal Group (Burkina Faso),7,27,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Koflande,10.2253,-4.4239,2,Undisclosed Source,Local partner-Other,"On 15 July 2022, a civilian from the Karaboro community was wounded by the explosion of an IED likely planted by JNIM militants between Koflande and Madiasso (Mangodara, Comoe).",0,1658774792,BFA
9419136,854,BFO7756,7756,18-Jul-22,2022,1,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Seno,Dori,Dori,14.04,-0.03,2,Whatsapp,New media,"Looting: On 18 July 2022, presumed IS Sahel militants seized motorcycles from road users on the road between Dori (Dori, Seno) and Gorom-Gorom (Gorom-Gorom, Oudalan).",0,1658774792,BFA
9419139,854,BFO7735,7735,16-Jul-22,2022,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,PK52,11.6417,0.516,1,Whatsapp,New media,"On 16 July 2022, presumed JNIM militants abducted a male farmer and seized his livestock at PK52 (Fada Ngourma, Gourma).",0,1658774792,BFA
9426134,854,BFO7803,7803,22-Jul-22,2022,1,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),Farmers (Burkina Faso),7,27,Western Africa,Burkina Faso,Boucle du Mouhoun,Banwa,Solenzo,Daboura,12.2292,-3.9302,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 22 July 2022, presumed JNIM militants ran a checkpoint and threatened farmers in the village of Daboura (Solenzo, Banwa).",0,1659376341,BFA
